id,age,gender,income_category,children_at_home
74683,62,M,high,1.0
96504,37,F,medium,0.0
1735,45,F,low,1.0
34554,18,F,low,0.0
96679,37,M,low,0.0
2350,61,F,high,1.0
42933,16,M,low,0.0
53732,61,M,high,1.0
58469,49,F,low,1.0
58583,45,F,low,1.0
80802,17,M,medium,0.0
94816,61,F,high,1.0
20624,53,M,high,1.0
64676,18,F,low,0.0
98556,25,F,low,0.0
7515,25,M,low,0.0
31656,20,M,low,0.0
50228,46,F,low,0.0
72622,55,F,high,1.0
91942,14,F,,0.0
10074,46,M,low,1.0
55876,66,M,low,0.0
77808,28,F,low,0.0
97957,22,F,low,0.0
8636,14,F,,0.0
37591,22,F,low,0.0
42185,58,M,high,1.0
54836,52,F,high,1.0
94921,51,M,high,1.0
16947,64,F,high,0.0
18008,64,F,high,0.0
78267,54,M,medium,1.0
5932,28,F,low,1.0
26900,17,M,medium,0.0
35866,66,M,low,0.0
49567,37,F,low,0.0
53761,70,F,medium,0.0
68605,62,M,high,1.0
37755,53,M,medium,1.0
54055,40,F,medium,1.0
96163,68,M,low,0.0
98493,37,M,medium,0.0
77688,45,M,low,1.0
34034,37,M,low,0.0
19072,12,F,,0.0
20813,13,F,,0.0
22594,43,F,low,1.0
32520,56,F,medium,1.0
36935,67,F,low,0.0
65888,59,M,medium,1.0
761,41,F,medium,1.0
39273,55,F,high,1.0
49030,47,F,low,1.0
88098,55,F,medium,1.0
91524,60,F,medium,1.0
12951,34,M,medium,0.0
21054,18,M,medium,0.0
35305,30,F,low,0.0
97723,31,F,low,0.0
98323,34,M,low,1.0
4934,61,F,high,1.0
57333,32,M,low,0.0
3478,30,M,low,1.0
33289,69,F,low,0.0
62246,21,M,low,0.0
49256,45,M,low,1.0
61974,38,F,low,0.0
64223,68,F,medium,0.0
81835,36,M,medium,1.0
30281,18,F,low,0.0
32010,36,F,low,0.0
34170,67,M,high,0.0
72293,51,F,medium,1.0
82057,30,M,low,0.0
8571,61,F,medium,1.0
23683,24,M,low,0.0
69556,58,M,medium,1.0
86346,49,F,low,1.0
97374,61,F,high,1.0
72781,48,M,low,1.0
38110,48,F,low,1.0
47427,12,M,,0.0
83875,17,F,low,0.0
22536,60,M,medium,1.0
24382,17,M,medium,0.0
28561,45,F,low,1.0
43527,54,F,medium,1.0
56709,51,F,high,1.0
86285,63,M,high,0.0
87671,55,F,medium,1.0
83024,57,F,medium,1.0
6112,42,M,medium,1.0
7786,15,F,,0.0
20970,65,F,high,0.0
95671,39,F,low,0.0
2674,70,M,high,0.0
25443,35,M,low,0.0
83838,27,M,low,0.0
56155,42,M,low,1.0
92391,19,M,low,0.0
93677,34,F,low,1.0
6317,68,M,low,0.0
9735,59,M,high,1.0
34175,60,F,medium,1.0
71929,35,M,low,1.0
95563,70,F,low,0.0
5109,38,F,low,1.0
8566,61,F,medium,1.0
43431,54,M,high,1.0
45977,20,F,low,0.0
73387,42,F,low,1.0
65510,54,M,medium,1.0
2633,22,M,low,0.0
58552,32,M,low,1.0
62296,60,M,high,1.0
96828,41,M,low,1.0
59053,65,F,medium,0.0
11472,56,F,high,1.0
38845,64,F,high,0.0
45333,24,F,low,1.0
30445,16,F,low,0.0
47896,17,M,low,0.0
92630,38,F,low,0.0
20409,23,M,low,0.0
7057,62,F,high,1.0
24044,23,F,low,0.0
40311,26,F,low,0.0
15717,62,F,high,1.0
24698,28,M,medium,1.0
13955,26,M,low,0.0
35164,20,F,low,0.0
11471,55,M,high,1.0
4552,65,F,high,0.0
23010,18,F,low,0.0
68940,69,F,high,0.0
98601,64,M,high,0.0
41916,62,M,high,1.0
35887,13,F,,0.0
86855,62,M,high,1.0
51824,66,M,low,0.0
32651,19,M,medium,0.0
52606,66,M,medium,0.0
43554,64,M,medium,0.0
52130,32,F,low,0.0
40812,56,M,high,1.0
23957,13,F,,0.0
46811,52,F,high,1.0
60259,37,M,low,1.0
82616,25,M,low,0.0
77226,35,M,low,0.0
39376,23,M,low,0.0
90000,20,F,low,0.0
73474,69,F,medium,0.0
41167,42,M,medium,1.0
8317,13,F,,0.0
34995,66,F,high,0.0
80495,59,M,medium,1.0
74426,31,F,low,0.0
47426,47,M,medium,1.0
64474,62,M,high,1.0
35680,44,M,low,1.0
16977,18,M,medium,0.0
30210,13,M,,0.0
38849,51,F,medium,1.0
60149,32,F,low,0.0
83145,48,F,low,1.0
99298,28,M,low,0.0
9328,23,M,low,0.0
32356,22,F,medium,0.0
89542,12,M,,0.0
66688,65,M,medium,0.0
60438,67,M,medium,0.0
83664,49,M,low,1.0
51026,43,F,low,0.0
55870,20,F,low,0.0
13400,14,F,,0.0
14105,16,M,medium,0.0
17380,27,F,medium,0.0
61029,59,M,high,1.0
61561,40,F,low,1.0
73514,59,M,medium,1.0
95701,19,F,low,0.0
1621,48,F,low,1.0
35671,64,M,high,0.0
47518,43,M,medium,1.0
62617,42,F,low,0.0
18714,61,M,high,1.0
94254,52,F,medium,1.0
2574,24,M,low,0.0
25663,29,F,medium,0.0
35452,46,F,low,1.0
79857,61,M,high,1.0
39850,30,M,low,1.0
45245,58,F,medium,1.0
46596,33,M,low,0.0
69124,19,F,low,0.0
81776,31,M,low,0.0
7583,56,M,high,1.0
39289,22,M,low,0.0
9227,68,M,medium,0.0
50434,15,F,,0.0
75682,45,F,medium,1.0
24735,45,F,medium,1.0
54503,52,F,medium,1.0
86194,33,F,low,1.0
86219,25,F,medium,0.0
67188,26,M,low,0.0
92807,14,M,,0.0
24204,65,M,medium,0.0
3078,63,F,high,0.0
88190,66,M,low,0.0
27203,34,F,low,1.0
17943,15,F,,0.0
40449,21,F,low,0.0
79096,41,F,low,1.0
6418,40,F,low,0.0
12712,31,M,low,0.0
21770,23,F,medium,0.0
28762,61,F,high,1.0
3326,59,F,medium,1.0
16106,39,F,low,0.0
17909,40,F,low,1.0
64355,56,M,medium,1.0
22231,14,F,,0.0
74525,13,F,,0.0
17897,12,F,,0.0
20839,49,F,low,1.0
88224,32,F,low,0.0
95435,36,F,low,1.0
50675,12,M,,0.0
53041,22,M,low,1.0
68046,62,F,high,1.0
7076,46,M,low,1.0
50156,47,F,low,1.0
57423,38,M,low,1.0
59386,40,F,low,1.0
73132,58,M,high,1.0
86316,19,M,low,0.0
1168,24,F,medium,0.0
48027,38,M,low,1.0
52057,63,F,medium,0.0
63339,66,F,low,0.0
63608,62,M,medium,1.0
12843,49,M,low,1.0
59196,63,M,medium,0.0
10330,14,F,,0.0
39945,70,F,medium,0.0
60678,23,F,low,0.0
67687,60,M,high,1.0
68074,67,F,medium,0.0
71198,56,M,medium,1.0
20614,67,F,high,0.0
89286,47,F,low,1.0
74083,36,F,low,0.0
35581,40,F,low,1.0
40978,66,M,low,0.0
55604,19,F,medium,0.0
43209,31,M,low,1.0
53381,27,M,low,0.0
75634,58,F,high,1.0
22519,36,F,medium,1.0
27096,20,F,low,0.0
65014,19,M,low,0.0
19346,62,F,high,1.0
27209,22,F,low,0.0
56135,35,M,medium,0.0
22862,36,F,medium,1.0
98663,36,M,low,1.0
99606,30,M,low,0.0
30446,27,M,medium,0.0
43117,43,F,low,1.0
16880,58,M,medium,1.0
35281,46,F,medium,1.0
2717,17,F,low,0.0
33282,40,F,low,0.0
58279,48,F,low,1.0
97443,50,M,low,1.0
12251,57,F,medium,1.0
47751,47,F,medium,1.0
58975,60,F,medium,1.0
81338,32,F,low,0.0
31352,22,F,low,0.0
61784,49,F,low,0.0
45089,17,M,medium,0.0
48093,59,M,high,1.0
5111,13,M,,0.0
50464,47,M,low,1.0
52788,63,M,medium,0.0
92182,68,M,low,0.0
97568,55,F,medium,1.0
33851,63,F,medium,0.0
36721,32,F,medium,0.0
80314,53,F,high,1.0
46406,15,F,,0.0
61884,62,F,high,1.0
69797,61,M,high,1.0
32601,37,F,low,1.0
37442,43,M,low,1.0
90192,62,M,high,1.0
10659,47,F,low,1.0
22913,64,F,high,0.0
29773,13,M,,0.0
34124,32,M,low,1.0
35062,59,F,medium,1.0
48487,29,M,low,1.0
55249,24,F,low,0.0
54368,17,F,low,0.0
64613,22,F,low,0.0
70147,45,F,low,0.0
22369,33,M,medium,0.0
73589,42,F,low,1.0
94710,25,M,low,0.0
28201,15,F,,0.0
31581,32,F,medium,1.0
33458,20,F,low,0.0
61196,32,F,low,0.0
38235,40,M,low,0.0
80556,51,F,medium,0.0
85820,66,M,medium,0.0
91199,27,M,low,0.0
51230,25,F,medium,0.0
65847,64,F,medium,0.0
80272,26,M,low,0.0
80634,13,M,,0.0
53814,18,F,low,0.0
59817,22,F,low,0.0
19829,35,F,low,0.0
30104,20,F,low,0.0
32723,24,F,low,0.0
37951,42,M,low,1.0
91761,21,M,low,0.0
94318,12,M,,0.0
95998,20,F,low,0.0
2368,40,F,low,1.0
30087,30,M,low,0.0
54776,54,F,high,1.0
97068,18,F,low,0.0
65150,68,F,low,0.0
89588,35,M,low,0.0
25773,24,F,low,0.0
5297,48,M,low,1.0
24780,29,M,low,0.0
40406,52,M,medium,1.0
66005,47,F,low,1.0
71213,16,M,low,0.0
41050,43,F,low,0.0
48372,52,M,high,1.0
52309,15,F,,0.0
58083,59,F,high,1.0
57259,46,F,medium,1.0
94528,13,M,,0.0
6739,36,F,low,1.0
41986,48,F,medium,1.0
98745,66,M,medium,0.0
17902,35,F,low,1.0
32345,48,M,medium,1.0
60576,57,M,medium,1.0
20068,53,F,medium,1.0
30517,58,M,high,1.0
63649,21,F,low,0.0
82941,34,F,low,0.0
7400,28,M,low,0.0
19150,45,F,low,1.0
82924,30,M,low,0.0
87933,29,F,low,0.0
30671,50,M,medium,1.0
11895,56,F,medium,1.0
25259,19,M,low,0.0
32918,19,F,low,0.0
38113,38,M,low,0.0
38237,51,M,medium,1.0
62653,70,M,high,0.0
70311,52,F,medium,1.0
62189,28,F,low,0.0
57614,63,M,high,0.0
77823,49,F,low,1.0
86833,44,M,low,1.0
2277,54,M,medium,1.0
7198,33,M,low,0.0
76278,49,M,low,1.0
95364,22,F,low,0.0
44614,30,M,low,0.0
71532,14,M,,0.0
99538,58,M,medium,1.0
15792,36,F,low,1.0
33431,69,F,low,0.0
42819,41,M,low,1.0
69659,23,F,low,0.0
76852,50,F,low,1.0
72228,24,F,medium,0.0
75296,59,F,medium,1.0
32405,20,F,low,0.0
81866,21,M,medium,1.0
25597,68,M,low,0.0
81601,16,F,low,0.0
7922,33,M,low,0.0
11877,13,M,,0.0
48262,26,F,medium,0.0
60380,39,M,low,0.0
74081,56,M,medium,1.0
16853,20,F,low,0.0
74590,28,M,low,0.0
14853,42,M,low,1.0
45542,48,M,low,1.0
68791,59,F,high,1.0
4391,69,F,medium,0.0
22601,19,M,low,0.0
17244,54,F,medium,1.0
85363,12,M,,0.0
20280,47,F,low,1.0
72535,45,M,low,1.0
73257,69,F,medium,0.0
16155,46,M,low,0.0
20412,50,F,medium,1.0
22995,21,M,low,0.0
26702,40,M,low,0.0
29511,48,F,medium,1.0
30070,28,F,low,0.0
46483,39,M,medium,1.0
53533,38,F,low,0.0
58658,61,F,high,1.0
66058,23,M,low,0.0
69608,23,F,medium,0.0
83242,19,M,low,0.0
88070,26,F,low,0.0
88398,15,M,,0.0
91093,52,F,medium,1.0
5814,43,F,low,1.0
36475,36,F,low,0.0
56124,15,F,,0.0
62526,45,M,low,1.0
64317,57,M,high,1.0
79267,33,M,low,0.0
81003,49,F,low,1.0
81759,51,F,medium,1.0
82312,30,M,low,1.0
82684,19,F,low,0.0
92645,31,M,low,1.0
2953,48,M,low,1.0
12904,25,M,low,0.0
21866,69,M,high,0.0
22819,47,M,low,1.0
25723,46,M,low,1.0
36489,64,M,high,0.0
36700,64,F,high,0.0
37987,33,M,medium,0.0
47296,26,F,medium,0.0
51621,17,M,low,0.0
52862,36,M,low,1.0
56915,46,F,medium,1.0
59561,20,F,low,0.0
60418,58,M,high,1.0
78846,52,F,medium,1.0
80576,35,M,low,0.0
93816,16,M,low,0.0
13953,40,M,medium,1.0
24662,38,F,low,0.0
37028,13,M,,0.0
39215,35,M,medium,1.0
42747,61,M,high,1.0
52062,39,F,low,0.0
60632,18,F,low,0.0
62441,64,M,high,0.0
67994,20,F,low,0.0
76761,62,M,high,1.0
81190,31,F,low,0.0
96791,50,M,low,1.0
2017,28,M,low,0.0
6012,21,F,low,0.0
12680,13,M,,0.0
23387,15,F,,0.0
26582,67,M,low,0.0
30316,55,F,medium,1.0
33127,65,F,high,0.0
42316,29,F,low,0.0
43934,55,F,high,1.0
48615,39,F,medium,1.0
51820,65,M,medium,0.0
52094,34,M,low,1.0
68941,44,F,medium,1.0
93453,22,M,low,0.0
93776,61,M,medium,1.0
10772,20,M,low,0.0
13921,34,M,low,1.0
14581,34,F,low,1.0
20028,14,M,,0.0
21586,41,F,low,1.0
80171,63,F,high,0.0
91549,42,M,low,1.0
95913,30,F,low,0.0
96157,42,M,low,0.0
3223,40,M,low,1.0
11886,22,F,low,0.0
15968,68,M,low,0.0
18419,55,F,medium,1.0
24397,38,F,low,0.0
29935,15,M,,0.0
32395,40,M,low,0.0
35272,55,M,high,1.0
44735,54,F,high,1.0
47574,31,M,medium,0.0
52206,16,F,low,0.0
56142,40,M,low,0.0
69641,21,M,medium,0.0
76522,15,F,,0.0
77745,38,M,low,1.0
88063,50,F,low,1.0
90665,24,M,low,0.0
91407,32,M,low,1.0
98784,47,M,low,1.0
2515,69,M,low,0.0
12296,65,F,high,0.0
13829,30,M,low,0.0
21313,52,M,medium,1.0
24495,18,F,low,0.0
24965,27,F,low,0.0
35123,48,M,low,0.0
37306,41,M,low,1.0
39585,65,M,high,0.0
53712,57,M,high,1.0
57895,46,F,low,1.0
61231,54,F,high,1.0
77763,22,F,medium,0.0
78739,22,F,low,0.0
86049,45,M,low,1.0
118,36,F,low,1.0
862,57,M,medium,1.0
3383,24,M,medium,0.0
16446,21,F,low,0.0
29914,54,F,high,1.0
31253,54,M,medium,1.0
53993,23,M,medium,0.0
57989,64,M,high,0.0
84610,62,M,high,1.0
92608,38,F,low,0.0
96119,53,M,high,1.0
956,39,M,medium,1.0
1948,13,F,,0.0
7321,61,M,medium,1.0
9945,59,M,medium,1.0
11793,24,M,low,0.0
22054,54,M,high,1.0
23495,53,F,high,1.0
43868,43,M,low,1.0
55995,43,F,low,1.0
58404,16,F,medium,0.0
61060,30,M,low,0.0
66501,52,F,high,1.0
67816,12,F,,0.0
68961,36,F,low,1.0
71187,48,M,low,1.0
72415,37,F,low,1.0
75163,67,F,high,0.0
77738,17,M,low,0.0
90414,61,M,high,1.0
4662,46,F,low,1.0
5443,57,M,high,1.0
9540,21,F,low,0.0
18509,22,F,low,0.0
30408,45,M,medium,0.0
36712,14,F,,0.0
51943,52,F,medium,1.0
53745,12,F,,0.0
76648,47,F,low,1.0
78399,22,F,low,0.0
90406,53,M,medium,1.0
9864,54,F,medium,1.0
11690,24,M,low,0.0
12119,64,F,high,0.0
13182,31,F,low,0.0
13701,51,F,medium,0.0
14284,43,F,low,1.0
16004,44,F,low,1.0
19903,66,F,low,0.0
23629,25,F,low,0.0
24984,50,F,low,1.0
32373,53,M,medium,1.0
37916,21,M,low,0.0
40277,55,F,high,1.0
41236,49,M,medium,1.0
43027,67,F,medium,0.0
46777,16,M,low,0.0
51931,50,M,low,1.0
53728,50,M,low,1.0
56540,31,F,low,0.0
58214,46,F,low,1.0
67123,32,M,low,0.0
77516,59,F,high,1.0
86264,57,M,medium,1.0
88293,31,M,medium,1.0
90954,59,M,high,1.0
93954,32,F,low,1.0
95489,18,M,low,0.0
98390,68,F,medium,0.0
461,58,M,high,1.0
3452,60,M,high,1.0
4596,19,F,low,0.0
7207,54,M,high,1.0
8037,33,F,low,1.0
11602,35,M,low,0.0
19348,43,M,medium,1.0
26196,35,F,low,1.0
28581,69,F,low,0.0
29115,21,M,low,0.0
29480,50,M,low,1.0
33325,43,M,low,1.0
34042,34,F,low,1.0
41297,34,M,medium,1.0
47321,25,F,low,0.0
60987,66,F,high,0.0
61937,47,M,low,1.0
64345,62,F,high,1.0
67671,38,M,low,0.0
71262,17,F,low,0.0
71535,22,M,low,1.0
81495,62,F,high,1.0
84225,48,F,low,1.0
96889,62,F,high,1.0
364,49,F,low,1.0
40819,42,F,low,1.0
43898,57,F,medium,1.0
61318,63,M,high,0.0
61606,63,F,medium,0.0
65533,46,M,low,0.0
68711,59,M,medium,1.0
99194,59,F,high,1.0
7690,42,F,low,0.0
12997,23,F,medium,0.0
14141,21,M,low,0.0
17404,36,M,medium,1.0
20217,44,M,low,0.0
25936,45,F,medium,1.0
28566,47,M,low,1.0
30454,57,M,high,1.0
32067,12,F,,0.0
33247,64,F,high,0.0
45820,38,F,medium,1.0
50441,70,M,high,0.0
50882,59,M,medium,1.0
51865,70,M,medium,0.0
52259,46,M,low,1.0
54417,42,M,medium,0.0
58543,26,F,low,0.0
70738,23,M,low,0.0
71936,49,M,medium,1.0
72970,66,M,medium,0.0
74556,45,F,low,0.0
82863,28,F,low,0.0
86359,70,F,medium,0.0
97553,19,M,low,0.0
98099,25,F,low,0.0
99421,12,F,,0.0
99966,69,F,high,0.0
4938,25,F,medium,1.0
23825,62,F,high,1.0
31237,60,F,medium,1.0
33129,24,F,low,0.0
43385,31,M,medium,1.0
43767,59,M,high,1.0
44066,27,F,low,0.0
52649,63,M,medium,0.0
56892,55,F,medium,0.0
60687,49,M,low,1.0
68801,61,M,medium,1.0
69921,35,F,low,0.0
75504,57,F,medium,1.0
84002,60,M,high,1.0
3905,18,M,medium,0.0
16001,31,M,low,0.0
20197,56,M,high,1.0
22127,65,M,high,0.0
27565,51,M,high,1.0
34768,66,F,medium,0.0
36597,15,M,,0.0
39993,64,M,high,0.0
49515,39,M,low,1.0
50244,51,F,high,1.0
58419,37,F,low,1.0
60100,44,M,low,1.0
77593,15,F,,0.0
79558,52,M,high,1.0
80693,37,M,low,1.0
83454,55,F,medium,1.0
83808,29,M,low,1.0
84731,20,M,medium,0.0
84977,58,F,medium,1.0
87419,46,M,low,1.0
91026,55,M,medium,1.0
91292,18,M,medium,0.0
94385,43,M,low,1.0
12836,49,F,low,1.0
13858,49,M,low,1.0
18579,17,F,low,0.0
21198,30,F,low,1.0
73904,57,M,medium,1.0
77204,42,M,low,1.0
84835,58,F,high,1.0
85891,60,M,high,1.0
86345,36,F,low,1.0
87349,15,M,,0.0
92686,30,F,low,0.0
7169,52,F,medium,1.0
27417,63,M,high,0.0
27493,24,M,medium,0.0
31795,60,M,high,1.0
43306,65,M,high,0.0
47958,66,M,medium,0.0
54049,65,M,high,0.0
64997,33,F,low,0.0
68688,66,M,medium,0.0
75193,12,M,,0.0
1390,51,M,medium,1.0
1403,59,F,medium,1.0
2203,29,F,low,0.0
4454,59,F,high,1.0
10534,66,M,medium,0.0
18201,50,M,low,1.0
23389,28,M,low,0.0
28464,64,F,high,0.0
30481,27,M,low,0.0
34826,50,M,medium,1.0
37764,24,M,medium,0.0
45125,16,M,medium,0.0
49887,44,M,medium,1.0
55428,19,M,medium,0.0
59275,12,M,,0.0
68171,70,M,low,0.0
75393,35,F,medium,1.0
79245,56,M,high,1.0
97860,12,F,,0.0
113,47,M,low,1.0
3946,12,F,,0.0
16710,54,M,high,1.0
45030,15,F,,0.0
53489,68,F,high,0.0
56111,19,M,low,0.0
63887,60,M,high,1.0
80457,15,M,,0.0
82801,59,M,high,1.0
92927,39,F,medium,0.0
95277,14,F,,0.0
1148,59,M,medium,1.0
2881,40,M,low,1.0
3206,42,F,low,1.0
15506,45,F,low,1.0
24391,29,F,medium,0.0
35037,17,F,medium,0.0
37624,19,M,medium,0.0
38703,31,F,low,1.0
50880,36,M,low,0.0
56904,70,M,medium,0.0
65880,54,F,medium,1.0
66067,66,F,medium,0.0
75954,19,F,low,0.0
76873,54,F,medium,1.0
82205,53,F,medium,1.0
84758,56,F,medium,1.0
98593,29,M,low,1.0
4735,24,M,low,0.0
11494,52,F,medium,1.0
20718,27,M,medium,0.0
34757,51,M,medium,1.0
38589,55,F,high,1.0
48235,19,M,low,0.0
50712,51,F,high,1.0
56033,42,M,low,1.0
72169,50,F,low,1.0
76899,24,M,medium,0.0
93201,27,F,low,0.0
94843,27,M,low,0.0
97071,40,M,low,1.0
2496,69,F,low,0.0
11495,64,F,high,0.0
15524,16,M,low,0.0
16149,64,M,medium,0.0
20453,48,F,low,1.0
20677,51,M,medium,1.0
46975,50,M,low,1.0
50231,48,M,low,1.0
56436,26,F,medium,0.0
61668,31,M,low,1.0
63637,23,M,low,0.0
74765,19,F,medium,0.0
86789,35,M,low,1.0
89144,50,F,low,1.0
93959,56,M,medium,1.0
95816,63,F,high,0.0
99023,40,M,low,1.0
31932,66,F,low,0.0
54654,50,F,low,0.0
9034,38,M,low,1.0
13821,59,F,high,1.0
28482,48,M,low,1.0
36970,40,M,medium,1.0
24311,70,M,medium,0.0
58696,65,F,medium,0.0
99107,52,F,medium,1.0
7432,21,F,low,0.0
9193,48,M,low,1.0
15412,56,M,medium,1.0
18723,23,M,low,0.0
27551,68,F,low,0.0
33347,14,M,,0.0
36062,50,M,low,1.0
40149,17,M,low,0.0
49680,48,M,low,1.0
69487,60,F,high,1.0
74350,36,M,low,1.0
79855,52,F,high,1.0
84257,38,F,low,1.0
88862,33,M,low,0.0
89136,43,F,low,0.0
92476,65,F,high,0.0
94106,17,F,medium,0.0
2624,29,F,low,0.0
8029,33,M,medium,0.0
10962,34,M,low,1.0
16559,52,M,medium,1.0
18236,60,F,high,1.0
50377,29,M,medium,0.0
62290,70,F,medium,0.0
64341,48,F,low,1.0
67698,66,M,low,0.0
74121,20,F,medium,0.0
74454,60,F,high,1.0
78131,64,M,medium,0.0
79219,65,M,high,0.0
83571,30,F,low,1.0
95827,44,F,medium,1.0
3075,23,M,low,0.0
23075,70,M,high,0.0
23124,35,F,low,0.0
26636,49,F,low,1.0
32048,15,F,,0.0
34665,13,M,,0.0
46104,66,M,medium,0.0
56496,61,M,high,1.0
66124,17,M,low,0.0
66476,69,F,high,0.0
69768,18,F,medium,0.0
76235,61,M,high,1.0
77024,69,M,medium,0.0
82552,25,F,low,0.0
97002,29,F,medium,0.0
7679,60,F,high,1.0
41876,63,M,high,0.0
64491,53,F,medium,1.0
86505,55,F,high,1.0
94166,15,F,,0.0
17452,57,F,medium,1.0
20287,52,M,medium,1.0
35423,46,F,low,1.0
51265,32,M,medium,0.0
54761,44,M,medium,1.0
55459,56,M,high,1.0
61544,14,M,,0.0
98719,30,M,low,0.0
5702,51,M,high,1.0
7088,17,F,low,0.0
21117,39,F,low,1.0
26030,14,M,,0.0
30063,63,F,high,0.0
38040,58,M,high,1.0
46774,47,M,low,0.0
49675,29,M,low,1.0
61677,55,F,medium,1.0
64373,32,F,low,1.0
66904,24,M,low,0.0
79779,24,F,low,0.0
93815,27,F,medium,1.0
96859,65,F,high,0.0
1683,62,F,high,1.0
3652,34,F,low,1.0
12818,61,M,high,1.0
13049,36,M,low,1.0
14540,16,M,medium,0.0
17487,13,M,,0.0
19836,28,F,medium,0.0
21373,65,M,high,0.0
31359,23,F,low,1.0
32351,34,F,low,0.0
34249,56,F,high,1.0
38824,67,F,high,0.0
43077,46,M,low,0.0
43193,54,M,medium,1.0
49646,14,F,,0.0
51447,18,M,low,1.0
54177,41,M,low,1.0
59463,53,M,medium,1.0
68542,61,M,high,1.0
75001,17,M,medium,0.0
75485,16,M,low,0.0
78746,15,M,,0.0
79498,31,M,medium,0.0
83015,15,M,,0.0
86413,34,F,low,1.0
91211,26,M,low,0.0
91691,50,F,medium,1.0
93405,46,F,medium,1.0
98427,37,M,low,1.0
98974,59,F,medium,1.0
99472,52,M,high,1.0
16420,12,F,,0.0
17458,65,F,medium,0.0
18569,19,F,low,0.0
28801,38,M,low,1.0
29899,67,M,low,0.0
29929,53,M,medium,1.0
34750,48,M,low,1.0
37826,64,M,high,0.0
38864,13,M,,0.0
43947,47,M,low,1.0
44101,21,F,low,0.0
51434,51,M,high,1.0
70110,33,F,low,1.0
76915,26,F,medium,0.0
80285,68,F,medium,0.0
94378,62,M,high,1.0
99240,25,F,low,0.0
26832,68,F,medium,0.0
31665,51,M,high,1.0
42132,58,M,medium,1.0
56367,60,F,high,1.0
60482,69,M,low,0.0
64324,14,M,,0.0
65548,62,M,high,1.0
2835,13,F,,0.0
3173,32,M,low,0.0
3244,54,M,medium,1.0
5770,56,F,medium,1.0
10279,37,M,low,1.0
10489,17,M,low,0.0
11010,70,F,low,0.0
13450,25,F,low,0.0
21978,22,M,low,1.0
26614,21,M,medium,0.0
28642,48,F,low,1.0
31378,56,M,medium,1.0
31503,22,F,low,0.0
31534,17,F,low,0.0
35314,26,M,low,0.0
44226,22,F,low,0.0
45506,38,M,low,1.0
49971,52,F,high,1.0
50482,14,M,,0.0
56750,27,M,low,0.0
57226,45,F,low,1.0
58151,16,M,low,0.0
59369,28,F,medium,1.0
61004,16,F,medium,0.0
73336,49,F,low,1.0
79962,30,F,low,0.0
84933,42,F,low,1.0
96838,20,F,low,0.0
4447,38,M,low,1.0
4953,70,F,low,0.0
11111,58,F,medium,1.0
24952,52,M,medium,1.0
31093,23,M,low,0.0
44964,26,F,low,0.0
45511,38,M,medium,1.0
58938,14,F,,0.0
66810,14,M,,0.0
68540,54,M,medium,1.0
69566,24,M,medium,0.0
74181,21,F,medium,0.0
76879,64,M,medium,0.0
79530,31,F,low,0.0
84680,70,M,low,0.0
5138,33,M,low,0.0
6776,57,F,medium,1.0
33585,39,F,low,1.0
34077,68,F,high,0.0
35232,13,M,,0.0
43645,43,M,low,1.0
45839,47,F,low,1.0
51580,39,F,low,1.0
58707,52,F,high,1.0
60574,52,F,medium,1.0
61648,54,F,medium,1.0
62809,58,F,high,1.0
63571,15,M,,0.0
63938,19,M,low,0.0
72774,69,F,medium,0.0
73596,53,M,high,1.0
75674,59,M,medium,1.0
78609,58,F,high,1.0
97815,50,F,medium,1.0
1868,58,F,high,1.0
5862,63,M,high,0.0
6689,29,F,low,1.0
11025,56,M,high,1.0
13533,65,F,high,0.0
52071,15,M,,0.0
61246,16,F,low,0.0
75590,16,F,low,0.0
75900,20,F,low,0.0
92073,54,F,medium,1.0
97360,18,F,low,0.0
10801,15,M,,0.0
15518,53,F,high,1.0
25013,35,M,medium,1.0
26993,60,M,medium,1.0
30416,68,F,medium,0.0
35826,44,M,low,1.0
37556,35,F,medium,1.0
41491,16,F,low,0.0
44632,26,M,low,0.0
56374,65,M,high,0.0
68358,69,F,high,0.0
79115,32,F,low,0.0
85404,12,F,,0.0
85955,69,F,high,0.0
3276,63,M,high,0.0
4505,32,F,low,1.0
15065,42,M,low,0.0
25373,37,F,low,1.0
27716,69,F,medium,0.0
35770,52,M,medium,1.0
37053,51,M,medium,1.0
64294,59,M,medium,1.0
70509,59,F,medium,1.0
91442,44,M,low,1.0
15249,50,M,low,1.0
20174,39,F,low,1.0
20885,22,M,low,0.0
25167,18,F,medium,0.0
32116,32,F,medium,0.0
52916,61,M,high,1.0
65268,23,F,medium,0.0
70543,46,M,low,1.0
75024,13,M,,0.0
76569,22,M,low,0.0
76637,54,M,medium,1.0
76836,36,M,low,0.0
79973,48,F,medium,1.0
278,32,F,medium,0.0
9603,60,M,high,1.0
12673,57,M,medium,1.0
24487,57,M,medium,1.0
28129,50,M,low,1.0
34066,31,M,low,0.0
43602,46,M,low,1.0
53584,38,M,medium,0.0
79389,63,M,high,0.0
87562,27,M,low,0.0
94631,65,F,medium,0.0
96249,36,M,low,0.0
8044,30,F,low,1.0
10548,31,F,low,0.0
12641,40,M,low,0.0
18727,13,M,,0.0
19613,46,M,low,1.0
20836,18,M,low,0.0
33595,28,F,medium,0.0
42697,68,F,low,0.0
47386,35,F,low,1.0
50678,38,F,low,1.0
71615,63,M,high,0.0
